Entity,Code,Year,Oil (% equivalent primary energy),Coal (% equivalent primary energy),Solar (% equivalent primary energy),Nuclear (% equivalent primary energy),Hydro (% equivalent primary energy),Wind (% equivalent primary energy),Gas (% equivalent primary energy),Other renewables (% equivalent primary energy)
Africa,,1965,47.762646,45.160805,,0,5.7402806,0,1.3362632,
Africa,,1966,49.38456,43.075306,,0,6.1139693,0,1.4261588,
Africa,,1967,48.71048,43.57785,,0,6.31658,0,1.3950869,
Africa,,1968,48.759373,42.907135,,0,6.994845,0,1.3386455,
Africa,,1969,48.39778,42.136402,,0,7.9439163,0,1.521898,
Africa,,1970,48.713306,40.39671,,0,9.148895,0,1.7410845,
Africa,,1971,49.760956,40.183094,0,0,8.07007,0,1.9309573,0.054924365
Africa,,1972,50.679546,38.125126,0,0,8.695006,0,2.448062,0.05226563
Africa,,1973,50.371517,37.463234,0,0,8.491902,0,3.623626,0.049718358
Africa,,1974,49.718487,37.144203,0,0,9.203637,0,3.8849254,0.0487496
Africa,,1975,49.212475,37.142147,0,0,9.183559,0,4.416606,0.045209754
Africa,,1976,49.48227,36.47744,0,0,9.3716,0,4.6239133,0.044779036
Africa,,1977,49.95862,35.334785,0,0,9.759737,0,4.9034944,0.043356694
Africa,,1978,50.679153,33.06446,0,0,9.475388,0,6.73792,0.043075103
Africa,,1979,48.979958,32.217003,0,0,9.308776,0,9.453519,0.04075232
Africa,,1980,48.350178,32.12239,0,0,8.442392,0,11.045986,0.039050248
Africa,,1981,46.631916,33.482506,0,0,7.816104,0,12.032826,0.036647588
Africa,,1982,45.7851,34.649,0,0,7.3362,0,12.192476,0.037227724
Africa,,1983,46.29643,34.228878,0,0,6.4208775,0,13.0185795,0.035234798
Africa,,1984,45.712723,35.512074,0,0.5184267,6.1238065,0,12.098193,0.034770917
Africa,,1985,45.060448,35.212147,0,0.67463315,6.5409303,0,12.473422,0.03841221
Africa,,1986,43.153847,35.302944,0,1.0949439,6.6294746,0,13.7323065,0.08649286
Africa,,1987,44.104042,35.17586,0,0.7431199,6.16017,0,13.733011,0.08379228
Africa,,1988,42.919205,35.31642,0,1.1812614,6.2873797,0,14.221001,0.07473649
Africa,,1989,44.270073,33.101704,0,1.2475647,6.5919766,0,14.715197,0.073483676
Africa,,1990,43.551716,33.65595,0,0.91932684,6.492127,0,15.286681,0.094197944
Africa,,1991,43.82819,32.775505,0,0.9960631,6.884996,0,15.418591,0.09665877
Africa,,1992,44.019966,32.480824,0,0.99673474,6.470675,0,15.932358,0.09944702
Africa,,1993,44.349937,32.877766,0,0.77643275,6.321601,0.00022305273,15.5633745,0.110663705
Africa,,1994,44.294155,32.635788,0,1.0039558,6.214147,0.00058261654,15.756141,0.095240414
Africa,,1995,44.04174,32.34976,0,1.1245356,6.197879,0.00065329357,16.175156,0.11028151
Africa,,1996,43.881626,31.982052,0,1.142583,6.30146,0.00071795384,16.55793,0.13363528
Africa,,1997,44.325348,32.11533,0,1.2017409,6.322848,0.000712964,15.889089,0.14492624
Africa,,1998,44.68261,30.900877,0,1.2726885,6.499724,0.00074109924,16.466713,0.1766405
Africa,,1999,44.938538,30.909273,0,1.1654899,6.6877394,0.0018733632,16.127026,0.17006433
Africa,,2000,44.05792,30.156347,0.0011048758,1.1551505,6.963266,0.016238656,17.423676,0.22630067
Africa,,2001,42.988365,29.484594,0.001327791,0.912938,7.1776347,0.03688529,19.17357,0.22468534
Africa,,2002,43.45031,27.870134,0.0014625408,1.0017272,7.4021826,0.03861727,20.002443,0.21847999
Africa,,2003,42.70802,28.936056,0.0016551199,1.0026267,6.81335,0.04419306,20.243917,0.23477955
Africa,,2004,41.63453,29.653543,0.0018757496,0.97923416,6.659455,0.058660407,20.749334,0.24649157
Africa,,2005,43.35343,27.449724,0.0022226938,0.81971073,6.7200675,0.05903145,21.346096,0.24823476
Africa,,2006,42.945213,27.317652,0.0027956564,0.70945185,6.787778,0.062868714,21.866306,0.3060537
Africa,,2007,42.939808,26.753988,0.003563506,0.7666255,6.7203817,0.07173857,22.479408,0.24473183
Africa,,2008,42.560226,27.813,0.0048092054,0.8259992,6.4185834,0.086830966,22.036573,0.23960607
Africa,,2009,43.34437,27.243397,0.006199303,0.79502594,6.4412365,0.10281735,21.804838,0.25422385
Africa,,2010,43.813923,26.191887,0.013473431,0.8094874,6.715142,0.1424712,22.050655,0.25822118
Africa,,2011,42.71503,25.587337,0.037022687,0.7612942,6.8089514,0.146747,23.662897,0.26946393
Africa,,2012,43.654137,23.990675,0.058339152,0.73131156,6.5357842,0.14784506,24.600533,0.26836994
Africa,,2013,44.011074,23.59035,0.044853013,0.7691974,6.6774273,0.20420054,24.407774,0.28285128
Africa,,2014,43.27379,24.032085,0.10477917,0.72766733,6.8261805,0.27817047,24.419857,0.3259423
Africa,,2015,43.414345,22.189018,0.19254607,0.6262352,6.4169736,0.47520968,26.273066,0.39845103
Africa,,2016,42.601696,22.89449,0.27477697,0.7448549,6.0345974,0.5773521,26.465351,0.3943334
Africa,,2017,42.01906,22.2983,0.3481973,0.681836,6.2715507,0.68148303,27.277895,0.409695
Africa,,2018,41.51666,21.433876,0.40813997,0.54103804,6.5150356,0.71879274,28.422733,0.42554215
Africa,,2019,40.91633,22.13449,0.5278361,0.6028916,6.5602393,0.9141477,27.905497,0.42319438
Africa,,2020,38.438507,22.376127,0.76239014,0.47384515,7.3725195,0.9526749,29.180475,0.42690197
Africa,,2021,39.3458,20.664486,0.8348068,0.5527451,7.1031094,1.0620695,30.017015,0.40019652
Africa,,2022,41.401794,19.612795,0.84242,0.4490656,7.2615175,1.107095,28.880192,0.4251866
Africa (EI),,1965,47.762646,45.160805,,0,5.7402806,0,1.3362632,
Africa (EI),,1966,49.38456,43.075306,,0,6.113969,0,1.4261588,
Africa (EI),,1967,48.710476,43.577854,,0,6.31658,0,1.3950868,
Africa (EI),,1968,48.759373,42.907135,,0,6.994845,0,1.3386456,
Africa (EI),,1969,48.39778,42.136402,,0,7.9439154,0,1.521898,
Africa (EI),,1970,48.71331,40.39671,,0,9.148896,0,1.7410845,
Africa (EI),,1971,49.760956,40.183098,0,0,8.070072,0,1.9309574,0.05492437
Africa (EI),,1972,50.679546,38.125126,0,0,8.695007,0,2.448062,0.05226563
Africa (EI),,1973,50.371517,37.46323,0,0,8.491901,0,3.6236253,0.049718354
Africa (EI),,1974,49.718487,37.144203,0,0,9.203638,0,3.8849254,0.0487496
Africa (EI),,1975,49.212475,37.142147,0,0,9.183558,0,4.416605,0.045209747
Africa (EI),,1976,49.48226,36.47744,0,0,9.371599,0,4.623913,0.044779032
Africa (EI),,1977,49.958626,35.334793,0,0,9.75974,0,4.9034953,0.043356705
Africa (EI),,1978,50.679153,33.06446,0,0,9.475388,0,6.73792,0.043075103
Africa (EI),,1979,48.979958,32.217003,0,0,9.308776,0,9.453519,0.04075232
Africa (EI),,1980,48.350178,32.12239,0,0,8.442392,0,11.045986,0.039050248
Africa (EI),,1981,46.631916,33.482506,0,0,7.816104,0,12.032826,0.036647588
Africa (EI),,1982,45.785095,34.649,0,0,7.3362,0,12.192476,0.037227724
Africa (EI),,1983,46.29643,34.228878,0,0,6.4208775,0,13.0185795,0.035234798
Africa (EI),,1984,45.712727,35.51207,0,0.5184267,6.1238065,0,12.098193,0.034770917
Africa (EI),,1985,45.060448,35.21215,0,0.67463315,6.5409303,0,12.473422,0.03841221
Africa (EI),,1986,43.153847,35.302944,0,1.0949439,6.6294746,0,13.7323065,0.08649286
Africa (EI),,1987,44.104042,35.17586,0,0.7431199,6.16017,0,13.733011,0.08379228
Africa (EI),,1988,42.9192,35.31642,0,1.1812614,6.2873797,0,14.221003,0.07473649
Africa (EI),,1989,44.270073,33.101704,0,1.2475647,6.591977,0,14.715197,0.073483676
Africa (EI),,1990,43.551716,33.655945,0,0.9193268,6.492127,0,15.286681,0.094197944
Africa (EI),,1991,43.82819,32.775505,0,0.9960631,6.884996,0,15.418591,0.09665877
Africa (EI),,1992,44.019966,32.48082,0,0.99673474,6.470675,0,15.932358,0.09944702
Africa (EI),,1993,44.349937,32.877766,0,0.77643275,6.321601,0.00022305273,15.563376,0.110663705
Africa (EI),,1994,44.294155,32.635788,0,1.0039558,6.214147,0.00058261654,15.756139,0.095240414
Africa (EI),,1995,44.04174,32.34976,0,1.1245356,6.1978784,0.00065329357,16.175154,0.110281505
Africa (EI),,1996,43.881626,31.982052,0,1.142583,6.30146,0.00071795384,16.55793,0.13363528
Africa (EI),,1997,44.325348,32.11533,0,1.2017409,6.322849,0.000712964,15.889089,0.14492622
Africa (EI),,1998,44.68261,30.90088,0,1.2726886,6.499725,0.00074109924,16.466715,0.17664053
Africa (EI),,1999,44.938538,30.909273,0,1.1654899,6.687739,0.0018733606,16.127026,0.17006433
Africa (EI),,2000,44.05792,30.15635,0.0011048772,1.1551505,6.963266,0.016238656,17.423676,0.22630067
Africa (EI),,2001,42.988365,29.484594,0.0013277967,0.912938,7.1776347,0.036885295,19.17357,0.22468533
Africa (EI),,2002,43.450314,27.870134,0.0014625385,1.0017272,7.402183,0.038617272,20.002443,0.21848
Africa (EI),,2003,42.70802,28.936056,0.0016551218,1.0026267,6.813351,0.044193055,20.243921,0.23477955
Africa (EI),,2004,41.63453,29.653545,0.0018757548,0.97923416,6.6594543,0.058660407,20.749336,0.24649157
Africa (EI),,2005,43.353428,27.44972,0.0022226893,0.8197106,6.720067,0.05903145,21.346096,0.24823475
Africa (EI),,2006,42.945213,27.317656,0.0027956553,0.70945185,6.787778,0.06286872,21.866306,0.3060537
Africa (EI),,2007,42.939808,26.753988,0.0035635026,0.7666255,6.7203817,0.07173857,22.479406,0.24473183
Africa (EI),,2008,42.560226,27.813,0.0048092045,0.8259992,6.4185834,0.08683097,22.036573,0.23960608
Africa (EI),,2009,43.344376,27.243397,0.006199298,0.79502594,6.4412365,0.10281735,21.804838,0.25422385
Africa (EI),,2010,43.81392,26.19189,0.013473423,0.8094874,6.715142,0.14247118,22.050655,0.25822115
Africa (EI),,2011,42.715034,25.587337,0.037022687,0.7612942,6.8089514,0.14674698,23.662897,0.26946393
Africa (EI),,2012,43.65414,23.990675,0.058339152,0.73131156,6.5357842,0.14784504,24.600533,0.26836994
Africa (EI),,2013,44.011074,23.59035,0.044853013,0.7691974,6.6774273,0.20420054,24.407774,0.28285125
Africa (EI),,2014,43.27379,24.03209,0.104779154,0.72766733,6.8261805,0.27817047,24.419857,0.3259423
Africa (EI),,2015,43.414345,22.189022,0.19254607,0.6262352,6.416974,0.47520968,26.273066,0.39845103
Africa (EI),,2016,42.601696,22.89449,0.27477697,0.7448549,6.0345974,0.5773521,26.465351,0.3943334
Africa (EI),,2017,42.01906,22.2983,0.34819734,0.681836,6.2715507,0.68148303,27.277893,0.40969503
Africa (EI),,2018,41.516666,21.433878,0.40814,0.54103804,6.5150356,0.71879274,28.422733,0.4255422
Africa (EI),,2019,40.91633,22.13449,0.5278361,0.6028916,6.5602384,0.9141477,27.9055,0.42319438
Africa (EI),,2020,38.43851,22.376127,0.76239014,0.47384515,7.3725195,0.9526748,29.180473,0.42690197
Africa (EI),,2021,39.345795,20.664486,0.8348068,0.5527451,7.1031084,1.0620695,30.017012,0.40019652
Africa (EI),,2022,41.40179,19.612797,0.8424202,0.4490656,7.2615185,1.1070951,28.880194,0.42518666
Algeria,DZA,1965,62.03628,3.2783456,,0,4.7630677,,29.922304,
Algeria,DZA,1966,67.95504,2.650932,,0,3.518747,,25.875282,
Algeria,DZA,1967,67.057594,2.14094,,0,4.291954,,26.509514,
Algeria,DZA,1968,66.460075,2.1079264,,0,5.4861946,,25.9458,
Algeria,DZA,1969,63.525475,2.4273093,,0,3.1827633,,30.86445,
Algeria,DZA,1970,66.23615,2.6260033,,0,4.6656837,,26.47216,
Algeria,DZA,1971,69.06137,0.67322135,,0,2.4559188,,27.809486,
Algeria,DZA,1972,67.464424,0.5209657,,0,3.278343,,28.736267,
Algeria,DZA,1973,61.783897,0.50232226,,0,4.175826,,33.537952,
Algeria,DZA,1974,62.034462,0.3751044,,0,2.494738,,35.095695,
Algeria,DZA,1975,57.738884,0.3966481,,0,1.3782818,,40.486183,
Algeria,DZA,1976,56.901985,0.66576844,,0,1.4010222,,41.031223,
Algeria,DZA,1977,58.5356,0.7863978,,0,0.8817282,,39.79627,
Algeria,DZA,1978,48.17152,0.31803575,,0,0.6521151,,50.85833,
Algeria,DZA,1979,43.973698,0.5637261,,0,0.5792936,,54.88328,
Algeria,DZA,1980,37.372322,0.42018044,,0,0.4290016,,61.778492,
Algeria,DZA,1981,33.14482,0.24320799,,0,0.50294036,,66.10903,
Algeria,DZA,1982,30.459383,3.9139762,,0,0.5708701,,65.05577,
Algeria,DZA,1983,31.329472,3.1975706,,0,0.25644946,,65.216515,
Algeria,DZA,1984,36.12736,3.691976,,0,0.5136736,,59.667004,
Algeria,DZA,1985,36.81093,3.8220327,,0,0.72826535,,58.638775,
Algeria,DZA,1986,35.324177,3.7091532,,0,0.2664045,,60.70026,
Algeria,DZA,1987,34.751614,4.3148375,,0,0.5174274,,60.416126,
Algeria,DZA,1988,32.4707,3.7888088,,0,0.17717436,,63.563324,
Algeria,DZA,1989,34.987465,3.292452,,0,0.2249582,,61.495125,
Algeria,DZA,1990,35.49871,2.4332728,0,0,0.1267387,0,61.941273,0
Algeria,DZA,1991,35.446823,2.5339715,0,0,0.277607,0,61.741604,0
Algeria,DZA,1992,34.754314,2.9344945,0,0,0.18375748,0,62.127434,0
Algeria,DZA,1993,37.166695,2.5680096,0,0,0.35028014,0,59.915016,0
Algeria,DZA,1994,35.125362,2.3882396,0,0,0.16257899,0,62.323814,0
Algeria,DZA,1995,32.93756,2.3026404,0,0,0.18224756,0,64.577545,0
Algeria,DZA,1996,31.756767,1.0957371,0,0,0.1288034,0,67.01869,0
Algeria,DZA,1997,32.781673,1.9991152,0,0,0.074455895,0,65.14475,0
Algeria,DZA,1998,32.64443,2.066892,0,0,0.20617963,0,65.08251,0
Algeria,DZA,1999,31.755775,2.1920552,0,0,0.1927434,0,65.85942,0
Algeria,DZA,2000,34.383728,1.8805242,0,0,0.053235486,0,63.68252,0
Algeria,DZA,2001,34.35357,2.0954082,0,0,0.065218486,0,63.485813,0
Algeria,DZA,2002,36.774975,2.6550817,0,0,0.05167676,0,60.518265,0
Algeria,DZA,2003,36.558636,2.0918128,0,0,0.228104,0,61.121452,0
Algeria,DZA,2004,36.808174,2.4039516,0,0,0.2067869,0,60.58108,0
Algeria,DZA,2005,36.64314,1.8860927,0,0,0.43411884,0,61.03665,0
Algeria,DZA,2006,36.877193,2.7049358,0,0,0.16327195,0,60.254593,0
Algeria,DZA,2007,39.13274,2.2029614,0,0,0.15990457,0,58.50439,0
Algeria,DZA,2008,40.116425,2.078566,0,0,0.1877543,0,57.617252,0
Algeria,DZA,2009,40.1316,1.259232,0,0,0.21278548,0,58.396385,0
Algeria,DZA,2010,41.369938,0.8212624,0.005753547,0,0.10938061,0,57.693665,0
Algeria,DZA,2011,41.384827,0.6885534,0.010760947,0,0.22449896,0,57.691364,0
Algeria,DZA,2012,40.26129,0.66892815,0.014433097,0,0.21009883,0,58.845245,0
Algeria,DZA,2013,39.773857,0.342201,0.014515888,0,0.050247304,0,59.81918,0
Algeria,DZA,2014,37.89619,0.35548544,0.027756512,0,0.08928346,0.00046260856,61.630814,0
Algeria,DZA,2015,38.241547,0.25048494,0.025293589,0,0.06323395,0.008285812,61.411156,0
Algeria,DZA,2016,37.20671,0.09236205,0.106301226,0,0.031239543,0.008266354,62.55513,0
Algeria,DZA,2017,36.151657,0.33931997,0.2150211,0,0.02389123,0.008105944,63.262005,0
Algeria,DZA,2018,34.0172,0.86840326,0.23825064,0,0.04622772,0.003951089,64.825966,0
Algeria,DZA,2019,34.125683,0.6917546,0.23347387,0,0.057704102,0.0037963223,64.88759,0
Algeria,DZA,2020,32.659237,0.23478699,0.27724013,0,0.020074604,0.0031164202,66.805534,0
Algeria,DZA,2021,31.456253,0.4416653,0.24712712,0,0.0034612673,0.003907885,67.84758,0
Algeria,DZA,2022,34.84134,0.21857864,0.2595335,0,0.029228311,0.0039970987,64.64733,0
Argentina,ARG,1965,83.77254,2.5736191,,0,1.1026944,,12.551153,0
Argentina,ARG,1966,83.69618,2.0555239,,0,1.0818663,,13.166428,0
Argentina,ARG,1967,83.297455,2.2463248,,0,1.0765308,,13.379695,0
Argentina,ARG,1968,82.25073,2.1114457,,0,1.2272897,,14.410524,0
Argentina,ARG,1969,82.59657,2.4462075,,0,1.0651326,,13.892086,0
Argentina,ARG,1970,78.76835,3.3162787,,0,1.3025699,,16.562017,0.050789926
Argentina,ARG,1971,79.12147,2.7425675,,0,1.2200255,,16.865692,0.050250772
Argentina,ARG,1972,77.793594,2.279969,,0,1.1709931,,18.691479,0.06396003
Argentina,ARG,1973,74.96351,2.3953428,,0,2.2356398,,20.35722,0.048286915
Argentina,ARG,1974,72.06886,2.8684344,,0.71303004,3.5823324,,20.720102,0.047233846
Argentina,ARG,1975,69.75861,2.8593552,,1.7741024,3.815696,,21.741497,0.050741404
Argentina,ARG,1976,68.66,2.7542467,,1.7264837,3.5080485,,23.305182,0.046037037
Argentina,ARG,1977,69.238174,2.4936671,,1.0521969,3.8627214,,23.306952,0.04628088
Argentina,ARG,1978,67.24522,3.0351448,,1.8586161,5.181015,,22.633821,0.04618903
Argentina,ARG,1979,67.37714,2.6338391,,1.60929,6.6389933,,21.676857,0.06387943
Argentina,ARG,1980,62.925,2.3610456,,1.4066768,9.485084,,23.75523,0.06696431
Argentina,ARG,1981,60.818336,2.3059626,,1.744777,9.481711,,25.588556,0.060655303
Argentina,ARG,1982,56.808376,2.2863417,,1.1374078,11.1508045,,28.538395,0.07867279
Argentina,ARG,1983,55.23507,1.9927313,,1.9889795,11.211902,,29.469479,0.10184252
Argentina,ARG,1984,52.41748,1.4743637,,2.7021787,12.061015,,31.269646,0.07531982
Argentina,ARG,1985,49.314266,2.200828,,3.3971066,12.680371,,32.32789,0.079541095
Argentina,ARG,1986,49.07708,2.3795862,,3.1844246,12.220099,,33.061028,0.077778384
Argentina,ARG,1987,50.12433,2.5270278,,3.4492764,12.183254,,31.652494,0.06361533
Argentina,ARG,1988,49.62857,2.5469549,,3.042493,8.344362,,36.365032,0.07258924
Argentina,ARG,1989,47.243614,2.8579981,,2.7420633,7.478313,,39.613125,0.064893
Argentina,ARG,1990,44.827156,2.3909574,0,4.0271096,10.20964,0,38.46236,0.08277091
Argentina,ARG,1991,46.08896,2.0704079,0,4.221327,9.000762,0,38.538334,0.08021618
Argentina,ARG,1992,45.18186,2.1755695,0,3.5923667,10.132311,0,38.843708,0.07418822
Argentina,ARG,1993,42.880203,1.396572,0,3.805663,12.162937,0,39.701603,0.05303103
Argentina,ARG,1994,42.955345,1.1605712,0,3.8384404,13.254198,0,38.739536,0.051915634
Argentina,ARG,1995,41.31305,1.1801531,0,3.1914546,12.474777,0,41.78009,0.060474664
Argentina,ARG,1996,39.53937,1.1819327,0,3.220835,10.111954,0.004327963,45.83324,0.10833916
Argentina,ARG,1997,41.413708,0.9218002,0,3.3981621,12.421557,0.0064908606,41.75244,0.08584117
Argentina,ARG,1998,41.149788,1.1965587,0.0000073020133,3.0719392,11.372011,0.013977314,43.099785,0.09593572
Argentina,ARG,1999,41.24707,1.4201912,0.0000110451665,2.8967624,9.089665,0.014775456,45.211365,0.120154895
Argentina,ARG,2000,37.91452,1.0751137,0.000015233995,2.5082862,12.092079,0.014708434,46.21892,0.17634824
Argentina,ARG,2001,35.947224,0.9020709,0.0000185085,2.9156404,15.745199,0.021246457,44.298832,0.16977635
Argentina,ARG,2002,35.581074,0.70076126,0.000020961166,2.4911704,15.95672,0.0327373,44.97902,0.25849864
Argentina,ARG,2003,33.85608,0.79740846,0.000026871925,3.0015123,13.9736395,0.032227308,47.93839,0.40071672
Argentina,ARG,2004,34.194485,1.2781414,0.000027082553,2.9214582,11.785714,0.02802891,49.420338,0.37180611
Argentina,ARG,2005,33.733334,1.3866594,0.000029340192,2.3889818,12.393932,0.025978642,49.700993,0.37009832
Argentina,ARG,2006,33.872433,1.1948599,0.00003083362,2.5383062,13.023855,0.023858363,48.944508,0.40215057
Argentina,ARG,2007,36.11279,1.6589195,0.000035572044,2.2737732,10.198026,0.020119285,49.341446,0.39489335
Argentina,ARG,2008,36.04692,1.9968656,0.000046034613,2.272979,9.994887,0.013439119,49.235985,0.4388772
Argentina,ARG,2009,35.42804,1.1285414,0.00002492412,2.5723329,11.340457,0.012065503,49.073345,0.44519386
Argentina,ARG,2010,37.041534,1.5240439,0.000026968635,2.1724014,10.474692,0.007960149,47.611855,0.49739563
Argentina,ARG,2011,37.390297,1.6080508,0.0004897719,1.8636241,9.463735,0.008068957,48.223763,0.48791826
Argentina,ARG,2012,38.201653,1.448457,0.0023746525,1.7849432,8.473704,0.10746326,48.388145,0.4915303
Argentina,ARG,2013,38.983143,1.5222468,0.004186176,1.6540858,9.1008625,0.12590012,46.900116,0.49665916
Argentina,ARG,2014,38.77253,1.6218394,0.00440818,1.4629076,8.962526,0.17127606,47.103756,0.4830787
Argentina,ARG,2015,38.900036,1.5862668,0.0039662197,1.8245771,8.735121,0.16027391,46.79576,0.4762566
Argentina,ARG,2016,37.877453,1.2281685,0.003850112,2.1445594,8.025734,0.1476486,48.578026,0.378597
Argentina,ARG,2017,37.470093,1.2633977,0.00440694,1.5682224,8.481119,0.16416803,48.719154,0.470653
Argentina,ARG,2018,36.026535,1.3927169,0.02906322,1.7724298,8.675871,0.3797175,49.47667,0.4596015
Argentina,ARG,2019,34.704216,0.87603277,0.22731037,2.3026452,7.8180246,1.4200798,50.20596,0.50795686
Argentina,ARG,2020,33.132393,1.1514132,0.40590432,2.9005115,7.1466336,2.8413703,50.50562,0.8072092
Argentina,ARG,2021,37.08296,1.4551944,0.59684277,2.6443691,5.3240123,3.505683,47.56696,0.7449911
Argentina,ARG,2022,38.241104,1.4384855,0.76515365,1.8668351,6.2222605,3.6892743,45.63856,0.7465486
Asia,,1965,41.703213,48.641663,0,0.0013246902,7.891082,0,1.7567496,0.0059611155
Asia,,1966,43.13021,47.383717,0,0.028513491,7.583474,0,1.8673908,0.0067011584
Asia,,1967,47.303593,43.819633,0,0.029322447,6.7648554,0,2.0735304,0.009072944
Asia,,1968,49.490612,41.225548,0,0.04509511,6.967211,0,2.2628398,0.008698299
Asia,,1969,50.16411,40.938946,0,0.068660915,6.3633933,0,2.457282,0.0076098586
Asia,,1970,50.781685,40.67593,0,0.1975372,5.7494335,0,2.581018,0.014405005
Asia,,1971,51.48235,39.81848,0,0.27593952,5.728971,0,2.68149,0.012767788
Asia,,1972,52.364178,38.93761,0,0.30498293,5.575405,0,2.805017,0.012808541
Asia,,1973,54.937977,36.781,0,0.31954685,4.7841735,0,3.1646767,0.012622776
Asia,,1974,53.608356,36.819286,0,0.57139784,5.325627,0,3.6613095,0.014018324
Asia,,1975,51.317047,38.385212,0,0.6976598,5.5349035,0,4.049505,0.015665954
Asia,,1976,52.32653,37.13492,0,0.8812963,5.3819156,0,4.2623596,0.012980412
Asia,,1977,52.268826,37.159046,0,0.75416523,4.955749,0,4.844921,0.017297782
Asia,,1978,51.94738,36.41458,0,1.3826976,4.876427,0,5.35852,0.020402718
Asia,,1979,50.997032,36.178516,0,1.613693,4.9912844,0,6.1822166,0.03726211
Asia,,1980,48.054077,38.220726,0,1.8943893,5.3363366,0,6.430104,0.06437514
Asia,,1981,46.88887,38.89339,0,2.0056758,5.6064115,0,6.5050917,0.10056115
Asia,,1982,45.650093,39.54968,0,2.2939005,5.4306593,0,6.7945704,0.28109676
Asia,,1983,44.888428,39.878128,0,2.6023707,5.386808,0,6.9353156,0.30895305
Asia,,1984,43.63661,40.24743,0,2.8997295,5.0020227,0,7.9002366,0.31396922
Asia,,1985,40.92972,39.898975,0,3.0483284,5.066181,0,10.771029,0.2857629
Asia,,1986,40.19628,39.87333,0,3.1121814,4.8996196,0,11.63041,0.28817672
Asia,,1987,39.328926,40.380116,0,3.4857779,4.802818,0,11.724892,0.27746788
Asia,,1988,39.44594,40.272655,0,3.0748186,5.1587,0,11.767907,0.27998295
Asia,,1989,39.425026,40.00156,0,3.063717,5.037128,0,12.183866,0.28870708
Asia,,1990,40.126385,39.181973,0.000046022997,3.1702547,5.1099334,0.00038340868,12.188162,0.22285613
Asia,,1991,39.955044,39.17881,0.000044285927,3.2580733,4.9712563,0.0013618005,12.416647,0.21876477
Asia,,1992,40.449364,38.688316,0.00016429293,3.2022283,4.7939157,0.0023402027,12.651338,0.21234024
Asia,,1993,40.360855,38.83095,0.00028986207,3.4049168,5.112516,0.00315137,12.085511,0.20180729
Asia,,1994,40.374096,38.691334,0.00034821063,3.4568639,4.824955,0.0055914638,12.420231,0.22658345
Asia,,1995,40.82731,37.622513,0.0004586593,3.6499593,4.98866,0.010325521,12.637988,0.26278687
Asia,,1996,40.786316,37.553566,0.0006439423,3.6933112,4.7471957,0.008669357,12.955456,0.25484204
Asia,,1997,41.517628,36.543713,0.0010034543,3.8177025,4.594721,0.010312231,13.235016,0.27991247
Asia,,1998,40.635002,36.426838,0.001440586,3.9663224,4.8629136,0.012552963,13.798173,0.2967569
Asia,,1999,40.593273,36.152763,0.0020487243,3.906342,4.588144,0.01692705,14.425735,0.31476936
Asia,,2000,40.42778,36.161366,0.0030635945,3.866191,4.5476837,0.019121021,14.642435,0.3323609
Asia,,2001,39.488663,36.60565,0.0042734346,3.7621253,4.7150784,0.024671579,15.071483,0.32805377
Asia,,2002,38.586624,37.571003,0.0056244284,3.6519446,4.622914,0.02532132,15.186529,0.32238954
Asia,,2003,37.232693,39.885895,0.0070829745,2.9940588,4.426757,0.030892013,15.07841,0.31263903
Asia,,2004,36.041733,40.94202,0.00847808,3.114233,4.726938,0.049674477,14.782492,0.30127397
Asia,,2005,33.9737,43.281563,0.009960419,3.0041425,4.5254865,0.057733,14.7939205,0.3157537
Asia,,2006,32.997913,44.123142,0.01160922,2.8974056,4.6800966,0.084979124,14.836998,0.32139686
Asia,,2007,32.008026,45.19338,0.013043196,2.603354,4.601787,0.10573019,15.085641,0.3379917
Asia,,2008,31.350813,44.974915,0.015219211,2.431732,5.023887,0.1555752,15.6139345,0.3685975
Asia,,2009,30.875046,45.444572,0.01913426,2.475533,4.749221,0.23517382,15.720611,0.4069231
Asia,,2010,30.702475,44.669186,0.025362868,2.4323711,5.103238,0.33757022,16.22134,0.42772064
Asia,,2011,30.020279,45.61771,0.042338863,1.9077691,4.883746,0.45064133,16.556269,0.43634617
Asia,,2012,30.29098,45.087166,0.061205123,1.307123,5.307413,0.5661277,16.821606,0.45959744
Asia,,2013,30.059519,44.829693,0.11126648,1.2811223,5.553283,0.70421606,16.828957,0.50177526
Asia,,2014,29.730925,44.297054,0.2184528,1.3350663,5.8640776,0.77710813,17.071037,0.5643514
Asia,,2015,30.2984,42.985863,0.328428,1.4677062,5.9576855,0.86498696,17.330105,0.6489062
Asia,,2016,30.832094,41.668518,0.48427755,1.602,6.038193,1.0938709,17.482157,0.6490422
Asia,,2017,30.629063,41.20016,0.73342025,1.6262618,5.957622,1.31678,17.66289,0.73529285
Asia,,2018,30.004416,40.95415,1.0040014,1.7435553,5.8451204,1.5042006,17.914005,0.8606999
Asia,,2019,29.42397,40.757202,1.2250878,1.9671602,6.0502825,1.6079022,17.823793,0.94522905
Asia,,2020,27.910576,40.98824,1.4728669,2.0027022,6.2189107,1.812922,18.316381,1.0634265
Asia,,2021,27.404934,40.826252,1.7624543,2.0766523,5.7713785,2.3295288,18.433716,1.1663827
Asia,,2022,27.371485,40.777576,2.151912,2.124508,5.762788,2.6175272,17.68742,1.2639141
